string_id 	canonical_form_id 	string name 	label 	source
2308314 	2305469 	Cantharellus albidus 	good 	0.txt
9245825 	3676326 	Cantharellus imperatae Cleland & Cheel 1919 	good 	0.txt
11449757 	4620692 	Capillaria hepatica 	good 	0.txt
9301701 	3711189 	Capnocrinum capsuliferum (Rehm) Bat. & Cif. 1963 	good 	0.txt
8587213 	3153046 	Centrapalus pauciflorus 	good 	0.txt
833291 	831136 	Centris fluviatilis Friese, 1924 	good 	0.txt
461738 	461678 	Centrotusoides 	good 	0.txt
10099778 	2771832 	Cerastium graminifolium Rydb., 1903 	good 	0.txt
8384325 	1423239 	Ceratias holboelli 	good 	0.txt
9720499 	796630 	Ceratophysella recta Cassagnau 1959 	good 	0.txt
9142465 	3600219 	Cercospora atrides Syd. & P. Syd. 1922 	good 	0.txt
1391400 	1389179 	Cercospora diazu Miura 	good 	0.txt
9114451 	3579522 	Cercospora diplaziicola A.K. Das 1989 	good 	0.txt
1535392 	1533135 	Cerodontha iridicola (Koizumi, 1953) 	good 	0.txt
1460526 	1458306 	Cerotainia dasythrix Hermann, 1912 	good 	0.txt
8585701 	384504 	Cerylon sp. UPOL 002160 	bad 	0.txt
9414343 	3805683 	Cetraria glauca f. divaricata Rass. 1949 	good 	0.txt
8528030 	3103686 	Chaetanthera stuebelii var. argentina 	good 	0.txt
9702749 	371731 	Chaetocercus Gray,GR 1855 	good 	0.txt
10057053 	52917 	Chamaecrista portoricensis 	good 	0.txt
8664115 	420206 	Chelatococcus sp. TKE5A 	bad 	0.txt
9084081 	3557103 	Chiloella Syd. 1928 	good 	0.txt
9032752 	332277 	Chiroptera sp. BOLD:AAC1299 	bad 	0.txt
8342260 	2962805 	Chlamydomonas pseudopertusa 	good 	0.txt
8744595 	2908776 	Chloroplast transformation vector pRZC+ 	bad 	0.txt
891665 	889519 	Chlorotipula elongata (Edwards, 1923) 	good 	0.txt
9227364 	1711666 	Chondrioderma trevelyanii (Grev.) Rostaf. 1875 	good 	0.txt
8313965 	1422145 	Chriodorus atherinoides 	good 	0.txt
8686211 	419458 	Chromohalobacter sp. S55-1 	bad 	0.txt
389853 	389782 	Chytonidia 	good 	0.txt
9727104 	945198 	Cinygmula tarda McDunnough 1929 	good 	0.txt
9062540 	419607 	Citrobacter sp. BX3 	bad 	0.txt
1384434 	1382214 	Cladosporium gossypiicola Pidopl. & Deniak 1935 	good 	0.txt
9915259 	380122 	Clausocalanus Giesbrecht 1888 	good 	0.txt
9081045 	3555646 	Clavariachaeta Lloyd 1922 	good 	0.txt
8300569 	1447812 	Cleigastra apicalis 	good 	0.txt
1555368 	1553079 	Clinocera australiana Sinclair, 2000 	good 	0.txt
2456336 	2453382 	Clinodiplosis vitis Lustner, 1900 	good 	0.txt
8975744 	2883801 	Cloning vector pGEM/hM33_UL33-GFP 	bad 	0.txt
8412660 	406031 	Clostridium sp. Sukashi-1 	bad 	0.txt
9934568 	618958 	Coelogynopora forcipis Sopott-Ehlers 1976 	good 	0.txt
1537311 	1535018 	Coenosia lyneborgi Pont, 1972 	good 	0.txt
8501877 	1349054 	Coffea moratii 	good 	0.txt
8832073 	331856 	Coleoptera sp. BOLD:AAG3495 	bad 	0.txt
9088597 	3559181 	Colletotrichum tertium (Cooke) Grove 1919 	good 	0.txt
1613217 	1610807 	Cologania erecta Rose 	good 	0.txt
8660386 	419533 	Colwellia sp. KMD002 	bad 	0.txt
1478429 	1476172 	Condylostylus similis (Aldrich, 1901) 	good 	0.txt
8914593 	359815 	Coniochaeta sp. M136 	bad 	0.txt
9217711 	3656785 	Coniosporium crustaceum Speg. 1880 	good 	0.txt
8542045 	2363220 	Coniothyrium cf. ovatum CBS 111149 	bad 	0.txt
10143473 	4340906 	Conochitina wesenbergensis brevis 	good 	0.txt
10089275 	3178536 	Conostegia rhodopetala Donn. Sm., 1906 	good 	0.txt
9183885 	3630843 	Coprinus lugubris Risso 	good 	0.txt
9754076 	390625 	Copturosomus Heller 1895 	good 	0.txt
8374147 	382631 	Corbicula sp. 27HK6 	bad 	0.txt
8977028 	2917619 	Coriolaceae sp. TM06 	bad 	0.txt
8440166 	876907 	Cornus cf. canadensis Xiang and Fan 9-1 	bad 	0.txt
9344810 	2635499 	Cornutispora herteliana Knoph 2004 	good 	0.txt
8256838 	2649401 	Cortia 	good 	0.txt
9170694 	3620430 	Corticium papyraceum Massee 1892 	good 	0.txt
9441940 	2308192 	Corticium velutinum Velen. 1922 	good 	0.txt
9401970 	3793690 	Cortinarius armillariellus var. armillariellus Rob. Henry 1940 	good 	0.txt
9388490 	3782083 	Cortinarius cumatilis var. cumatilis Fr. 1838 	good 	0.txt
8470073 	3060962 	Cortinarius emodensis 	good 	0.txt
9121992 	3119378 	Cortinarius hinnuleoarmillatus Reumaux 1989 	good 	0.txt
9626405 	1644146 	Corynebacterium ilicis 	good 	0.txt
8788003 	406024 	Corynebacterium sp. NML93-0481 	bad 	0.txt
11501338 	86940 	Cosmopterix chalcelata 	good 	0.txt
10061496 	1632373 	Cracca heydeana Rydb., 1923 	good 	0.txt
8428617 	366324 	Crematogaster sp. D SPQ-2003 	bad 	0.txt
8387857 	2997725 	Crinum broussoneti 	good 	0.txt
8803664 	3322283 	Cristamonadida 	good 	0.txt
9390753 	3782494 	Crocicreas gramineum var. gramineum (Fr.) Fr. 1849 	good 	0.txt
9748109 	4012344 	Cryptocephalus undulatovittatus Pic 1923 	good 	0.txt
8591220 	3153487 	Cryptosporidium bovis-like 5063 	bad 	0.txt
8662347 	395464 	Cryptosporidium sp. 67b 	bad 	0.txt
9243460 	3673094 	Cryptostictis dryopteris Verwoerd & Du Plessis 1931 	good 	0.txt
9058387 	859664 	Crypturellus soui soui 	good 	0.txt
8395953 	2630914 	Cucumis melo subsp. agrestis 	good 	0.txt
9071882 	3546012 	Cucurbidothis Petr. 1921 	good 	0.txt
8793502 	419778 	Cupriavidus sp. 2CSa-24 	bad 	0.txt
404746 	404691 	Cyamops 	good 	0.txt
394811 	394749 	Cyartonema 	good 	0.txt
9325772 	3728733 	Cylindrosporium platanoidis var. polymorphum Vassiljevsky 1950 	good 	0.txt
9909293 	1167729 	Cylisticus pierantonii Arcangeli 1923 	good 	0.txt
10158709 	4351028 	Cymbella helvetica var. scotica (A. Schmidt) Frenguelli 	good 	0.txt
10159152 	2683655 	Cymbella minuta var. pseudogracilis (Choln.) C.W.Reimer 	good 	0.txt
10159165 	4344008 	Cymbella modica Z. Levkov & T. Nakov in Levkov 	good 	0.txt
8515550 	350082 	Cynea sp. Burns04 	bad 	0.txt
8740766 	3059433 	Cyphophthalmus sp. 11 JM-2009 	bad 	0.txt
9923848 	4162898 	Cyrtosomum Gedoelst 1919 	good 	0.txt
2338507 	2335706 	Cystolepiota adulterina var. reidii (Bon) Bon 1993 	good 	0.txt
8716746 	1892 	Cystophora scalaris 	good 	0.txt
2354377 	2351540 	Dactylella iridis (Ts. Watan.) K.Q. Zhang, Xing Z. Liu & L. Cao 1995 	good 	0.txt
8688475 	1483240 	Dacus theophrastus 	good 	0.txt
8328681 	780236 	Daphnia salina 	good 	0.txt
1554173 	1551901 	Dasineura populicola (Marikovskij, 1957) 	good 	0.txt
1439958 	1437729 	Dasybasis banksiensis (Ferguson & Hill, 1922) 	good 	0.txt
1461089 	1458864 	Dasypogon rufiventris Wiedemann, 1821 	good 	0.txt
1399851 	1397591 	Davidiella macrospora (Kleb.) Crous & U. Braun 2003 	good 	0.txt
2324722 	2322066 	Deconica subcoprophila (Britzelm.) E. Horak 1967 	good 	0.txt
9271665 	3692810 	Deflexula vanderystii (Henn.) Corner 1952 	good 	0.txt
9710360 	443981 	Deichmannia Cherbonnier 1957 	good 	0.txt
1271237 	1269018 	Delarbrea montana subsp. montana 	good 	0.txt
9241233 	3671054 	Delicatula capillipes Velen. 1939 	good 	0.txt
10156848 	3500772 	Delphineis minutissima (Hustedt) Simonsen 	good 	0.txt
11429476 	788562 	Dendrolagus pulcherrimus 	good 	0.txt
119903525 	90254665 	Desulfitobacterium sp. enrichment culture clone BER4_Nt5 	bad 	0.txt
788036 	785890 	Diadasia tuberculifrons Timberlake, 1939 	good 	0.txt
1570959 	1568738 	Diadocidia hybrida Jaschhof & Jaschhof, 2007 	good 	0.txt
9732241 	388097 	Diaphanogryllacris Karny 1937 	good 	0.txt
1369896 	1367619 	Diaporthe phillyreae Cooke 1879 	good 	0.txt
11420982 	737386 	Dicaeum vincens 	good 	0.txt
2329524 	2326569 	Dichomera salicina (Vize) Sacc. 1884 	good 	0.txt
8870640 	419592 	Dickeya sp. 16-12-3X 	bad 	0.txt
9718250 	3981794 	Dicranocentrus delamarei Mari Mutt 1981 	good 	0.txt
576298 	576227 	Dicranomyia melanderi tharpiana (Alexander, 1959) 	good 	0.txt
584642 	584573 	Dicranota flavibasis flavibasis (Alexander, 1919) 	good 	0.txt
425190 	425132 	Dicyclocoryne 	good 	0.txt
9740737 	4001391 	Dioclides Thomson 1864 	good 	0.txt
10005251 	4230284 	Diospyros adenophra Bakh., 1933 	good 	0.txt
8446181 	644584 	Diphyus palliatorius 	good 	0.txt
9727674 	3992292 	Diplopoterina 	good 	0.txt
8834356 	331905 	Diptera sp. BOLD:AAF9808 	bad 	0.txt
8834515 	331905 	Diptera sp. BOLD:AAG1616 	bad 	0.txt
8835741 	331905 	Diptera sp. BOLD:AAG5621 	bad 	0.txt
9036225 	331905 	Diptera sp. BOLD:AAV0903 	bad 	0.txt
9028813 	331905 	Diptera sp. BOLD:AAV5668 	bad 	0.txt
9709112 	3970503 	Discholectypus Pomel 1883 	good 	0.txt
1490281 	1488059 	Discocerina trochanterata Cresson, 1940 	good 	0.txt
8646502 	1301563 	Disperis cardiophora 	good 	0.txt
10118340 	1263550 	Distichlis palmeri (Vasey) 	good 	0.txt
1489157 	1486914 	Ditrichophora pulchella (Meigen, 1830) 	good 	0.txt
1463390 	1461162 	Dolichogyna peruana Sack, 1941 	good 	0.txt
8786455 	585187 	Dolichopeza johnsonella 	good 	0.txt
1430328 	1428109 	Dolopichthys dinema Pietsch, 1972 	good 	0.txt
1427495 	1425275 	Doumea typica Sauvage, 1879 	good 	0.txt
10050854 	2210414 	Downingia bicornuta picta A. Gray, 1864 	good 	0.txt
9805126 	4065469 	Drosophila abbreviata Meijere 	good 	0.txt
8218958 	1446690 	Drosophila erecta 	good 	0.txt
1448960 	1446691 	Drosophila eskoi Lakovaara & Lankinen, 1974 	good 	0.txt
9805691 	1446864 	Drosophila facialis Adams 	good 	0.txt
9805890 	1446705 	Drosophila illata Walker 	good 	0.txt
9806922 	4069733 	Drosophila pleuralis Williston 	good 	0.txt
10001010 	4223454 	Dryopteris nigricans Ekman & C. Chr. 	good 	0.txt
11460626 	1243195 	Dyckia delicata 	good 	0.txt
8306436 	410571 	Dysdera sp. MH 	bad 	0.txt
8326368 	2469451 	Ecbolium 	good 	0.txt
337215 	337173 	Echiuridae 	good 	0.txt
121555223 	12895805 	Eclytus yakutatensis Ashmead, 1902 	good 	0.txt
8971516 	447998 	Ecphylus sp. BOLD:AAM1122 	bad 	0.txt
10143636 	4341069 	Eisenackitina inanulifera 	good 	0.txt
8647443 	3202349 	Elaenia sordida 	good 	0.txt
10080832 	4290001 	Elatostema pacificum Elmer, 1934 	good 	0.txt
423037 	422979 	Elytroderma 	good 	0.txt
11493942 	1431519 	Emblemaria culmenis 	good 	0.txt
1368100 	1365825 	Endocronartium sahoanum Imazu & Kakish. 1989 	good 	0.txt
1509070 	1506783 	Enneastigma shanghaiensis Fan & Chen, 1984 	good 	0.txt
119917311 	405612 	Enterobacter sp. 1325 	bad 	0.txt
9051909 	405612 	Enterobacter sp. MD2B 	bad 	0.txt
8704001 	405612 	Enterobacter sp. WSF1-37 	bad 	0.txt
9285697 	3703062 	Enterobryus eurydesmi Tuzet & Manier 1957 	good 	0.txt
1381468 	1379248 	Entoloma cucurbita E. Horak 1973 	good 	0.txt
30265052 	1431338 	Entomacrodus epalzeocheilos 	good 	0.txt
8837682 	2459103 	Entomobryomorpha sp. BOLD:AAC6333 	bad 	0.txt
784806 	782660 	Epeolus odontothorax (Michener, 1954) 	good 	0.txt
9146391 	3603659 	Epicoccum vulgare var. pallescens Rabenh. 	good 	0.txt
9763610 	2862701 	Epiechinus seriepunctatus Bickhardt 1911 	good 	0.txt
11499249 	105795 	Epimartyria pardella 	good 	0.txt
8293090 	748991 	Epimyrma corsica 	good 	0.txt
577292 	577219 	Epiphragma interspersum Alexander, 1953 	good 	0.txt
772756 	770608 	Epomophorus labiatus (Temminck, 1837) 	good 	0.txt
8332369 	875401 	Eremalche parryi 	good 	0.txt
119897011 	362197 	Erora sp. BioLep40 	bad 	0.txt
9242340 	3672063 	Erysiphe communis f. sonchi Jacz. 1927 	good 	0.txt
8554255 	1328424 	Erythrococca anomala 	good 	0.txt
54848998 	5990831 	Escobaria laredoi 	good 	0.txt
11492603 	156209 	Eudonia nectarioides 	good 	0.txt
10081380 	4290424 	Euonymus artropurpureus cheatumi H. S. Irwin & Barneby, 1978 	good 	0.txt
368558 	368437 	Euritina 	good 	0.txt
9837254 	4084670 	Euryda 	good 	0.txt
9765418 	345803 	Euselates Thomson J 1880 	good 	0.txt
9954035 	4190838 	Euthriostoma Marche-Marchaud & Brebion 1977 	good 	0.txt
1503977 	1501724 	Exechia pullata Ostroverkhova, 1979 	good 	0.txt
1550071 	1547851 	Exoprosopa insignifera Evenhuis & Greathead, 1999 	good 	0.txt
9840533 	722838 	Farula davisi 	good 	0.txt
364433 	364333 	Ficus 	good 	0.txt
9990545 	325117 	Fissidens palmatus Hedw. 	good 	0.txt
8217660 	1193318 	Flaveria linearis 	good 	0.txt
8911318 	420105 	Flavobacterium sp. B171 	bad 	0.txt
11392233 	787875 	Fluminicola avernalis 	good 	0.txt
2452832 	2450195 	Forcipomyia metatarsis Tokunaga, 1940 	good 	0.txt
8291459 	423033 	Frankia sp. HRN18a 	bad 	0.txt
9250830 	3678388 	Fusarium moronei Curzi 1928 	good 	0.txt
2310841 	2308359 	Fusarium sacchari var. subglutinans (Wollenw. & Reinking) Nirenberg 1976 	good 	0.txt
8768944 	348557 	Fusarium sp. NRRL 36318 	bad 	0.txt
1375878 	1373653 	Fusicoccum cedrelae G. Arnaud & Barthelet 1933 	good 	0.txt
2454985 	2452096 	Futilia obscurata Robineau-Desvoidy, 1863 	good 	0.txt
9758339 	456402 	Gastrotaphrus Buchanan 1936 	good 	0.txt
8296963 	2932500 	Gaya calyptrata 	good 	0.txt
9477951 	3850568 	Geastrum englerianum Henn. 1891 	good 	0.txt
8702928 	347077 	Gemmula sp. 15 NP-2008 	bad 	0.txt
8522095 	886786 	Geocalyx graveolens 	good 	0.txt
9768829 	435890 	Geostiba (Indatheta) Cameron 1939 	good 	0.txt
1566730 	1564443 	Geron prosopidis Hall & Evenhuis, 2003 	good 	0.txt
8293723 	2932128 	Glaciozyma antarctica 	good 	0.txt
8240353 	885639 	Globigerinoides ruber 	good 	0.txt
463764 	463704 	Gloridonus 	good 	0.txt
8290306 	1419331 	Gobionotothen acuta 	good 	0.txt
8659030 	3209707 	Golovinomyces riedlianus 	good 	0.txt
8622109 	3178258 	Gonolobus waitukubuliensis 	good 	0.txt
2427759 	2424408 	Grabhamia ocellata Theobald, 1910 	good 	0.txt
8428457 	737960 	Grallina cyanoleuca 	good 	0.txt
10106584 	2458256 	Grevillea thyrsoides Meisn., 1855 	good 	0.txt
9950559 	4185684 	Gryphellina 	good 	0.txt
335201 	335160 	Gymnoascaceae 	good 	0.txt
2312323 	2309780 	Gymnosporangium juniperi 	good 	0.txt
8784751 	1411729 	Gymnotus curupira 	good 	0.txt
9866703 	344968 	Gynacantha Rambur 1842 	good 	0.txt
4951944 	2476493 	Gynerieae 	good 	0.txt
8681404 	3224614 	Gyrodactylus pomeraniae x Gyrodactylus lavareti 	good 	0.txt
8546202 	None 	HIV-1 M:H_VI991 	bad 	0.txt
8534606 	1046106 	Haematomma stevensiae 	good 	0.txt
1441386 	1439167 	Haematopota gressitti Philip, 1963 	good 	0.txt
1379087 	1376860 	Haliphthoros milfordensis Vishniac 1958 	good 	0.txt
8638836 	419687 	Haloferax sp. FC28_10 	bad 	0.txt
8966727 	419457 	Halomonas sp. YIM 94343 	bad 	0.txt
9909672 	1169069 	Halophiloscia tyrrhena Verhoeff 1928 	good 	0.txt
2424215 	2382676 	Hara hara (Hamilton, 1822) 	good 	0.txt
8262216 	1183196 	Hazardia cana 	good 	0.txt
9113716 	3578917 	Hebeloma duracinoides Bidaud & Fillion 1991 	good 	0.txt
8583915 	1257788 	Helictotrichon requienii 	good 	0.txt
11442278 	1452420 	Helioprosopa electilis 	good 	0.txt
9304289 	3713584 	Helminthosporium andersenii Scharif 1963 	good 	0.txt
2309934 	2307036 	Helotium culmicola (Desm.) P. Karst. 	good 	0.txt
8838643 	331978 	Hemiptera sp. BOLD:AAG1484 	bad 	0.txt
8838656 	331978 	Hemiptera sp. BOLD:AAG1951 	bad 	0.txt
8962150 	331978 	Hemiptera sp. BOLD:AAN5722 	bad 	0.txt
8824485 	3384574 	Hemisphaeriinae gen. LZ-2010 	bad 	0.txt
9932160 	4171316 	Hemiurinae Looss 1899 	good 	0.txt
399067 	399005 	Henicospora 	good 	0.txt
1423846 	1421626 	Hephaestus jenkinsi (Whitley, 1945) 	good 	0.txt
9359779 	3756985 	Heppia nigra (Hue) Zahlbr. 1925 	good 	0.txt
9711422 	3979849 	Heteracrochordum Loksa 1960 	good 	0.txt
9871608 	589910 	Heteragrion flavidorsum Calvert 1909 	good 	0.txt
439587 	439529 	Heterostylum 	good 	0.txt
9978022 	4202194 	Hexapyle 	good 	0.txt
10084370 	4291767 	Hibiscus crassinervis Hochst., 1847 	good 	0.txt
11392396 	4600642 	Hirthia littorina 	good 	0.txt
8270775 	772015 	Holochilus brasiliensis 	good 	0.txt
10118727 	2509582 	Homolepis isocalycia C. A. Mey. 	good 	0.txt
1518958 	1516667 	Homoneura insularis Shatalkin, 1995 	good 	0.txt
1537006 	1534718 	Homoneura striatifrons (Meijere, 1924) 	good 	0.txt
1526922 	1524671 	Homops glaberrimus (Lamb, 1912) 	good 	0.txt
8684959 	823140 	Hoplitis tigrina 	good 	0.txt
9780657 	4044305 	Hoplocephala viridipennis Fabricius JC 1801 	good 	0.txt
11479939 	4409595 	Horaiclavus stenocyma 	good 	0.txt
8435999 	2883181 	Human calcivirus NV/GII/Stockholm/IV1513/2002/SE 	bad 	0.txt
9182156 	3629334 	Hydnum citrinum Schmalz 	good 	0.txt
2342131 	2339642 	Hydnum leucopus Pers. 1825 	good 	0.txt
2328353 	2325475 	Hydnum suberosum var. cinereum Batsch 1789 	good 	0.txt
